1710175	225	693	229	0	
1720176	225	692	229	0	
1730177	225	691	228	0	
1740178	225	690	228	0	
1750179	225	688	228	0	
1760180	225	686	227	0	
1770181	225	685	227	0	
1780183	225	684	227	0	
1790183	225	682	226	0	
1800184	225	682	226	0	
1810186	225	680	226	0	
1820186	225	678	225	0	
1830188	225	676	225	0	
1840189	225	674	224	0	
1850189	225	673	224	0	
1860191	225	671	223	0	
1870192	225	669	223	0	
1880193	225	668	223	0	
1890194	225	665	222	0	
1900195	225	664	222	0	
1910196	225	662	221	0	
1920197	225	660	221	0	
1930199	225	658	220	0	
1940199	225	656	220	0	
1950200	225	654	219	0	
1960202	225	652	219	0	
1970202	225	649	218	0	
1980204	225	647	217	0	
1990205	225	645	217	0	
2000205	225	643	216	0	
2010207	225	640	216	0	
2020208	225	639	215	0	
2030209	225	636	215	0	
2040210	225	635	214	0	
2050211	225	632	214	0	
2060213	225	629	213	0	
2070213	225	627	212	0	
2080215	225	625	212	0	
2090216	225	622	211	0	
2100216	225	621	211	0	
2110218	225	617	210	0	
2120219	225	616	210	0	
2130220	225	612	209	0	
2140221	225	610	208	0	
2150222	225	608	208	0	
2160223	225	605	207	0	
2170224	225	603	206	0	
2180226	225	601	206	0	
2190226	225	598	205	0	
2200227	225	596	205	0	
2210228	225	593	204	0	
2220229	225	591	203	0	
2230231	225	589	203	0	
2240232	225	586	202	0	
2250232	225	584	202	0	
2260234	225	582	201	0	
2270235	225	580	201	0	
2280236	225	577	200	0	
2290237	225	576	200	0	
2300238	225	572	199	0	
2310239	225	571	198	0	
2320240	225	568	198	0	
2330242	225	566	197	0	
2340242	225	564	197	0	
2350243	225	562	196	0	
2360245	225	559	195	0	
2370245	225	557	195	0	
2380247	225	555	194	0	
2390248	225	553	194	0	
2400248	225	550	193	0	
2410250	225	548	193	0	
2420251	225	546	192	0	
2430252	225	544	192	0	
2440253	225	542	191	0	
2450254	225	540	191	0	
2460255	225	537	190	0	
2470256	225	535	189	0	
2480258	225	533	189	0	
2490258	225	531	188	0	
2500259	225	528	188	0	
2510261	225	527	187	0	
2520261	225	525	187	0	
2530263	225	523	186	0	
2540264	225	520	186	0	
2550264	225	518	185	0	
2560266	225	516	185	0	
2570267	225	514	184	0	
2580268	225	511	183	0	
2590269	225	509	183	0	
2600270	225	507	182	0	
2610271	225	504	182	0	
2620272	225	501	181	0	
2630274	225	497	180	0	
2640274	225	495	179	0	
2650275	225	493	179	0	
2660277	225	490	178	0	
2670277	225	488	178	0	
2680279	225	486	177	0	
2690280	225	484	177	0	
2700280	225	482	176	0	
2710282	225	480	176	0	
2720283	225	478	175	0	
2730284	225	475	174	0	
2740285	225	474	174	0	
2750286	225	472	174	0	
2760287	225	470	173	0	
2770288	225	468	173	0	
2780289	225	466	172	0	
2790290	225	464	172	0	
2800291	225	462	171	0	
2810293	225	460	171	0	
2820293	225	459	170	0	
2830295	225	457	170	0	
2840295	225	455	169	0	
2850296	225	453	169	0	
2860298	225	451	168	0	
2870299	225	450	168	0	
2880300	225	448	168	0	
2890301	225	446	167	0	
2900302	225	444	167	0	
2910303	225	443	166	0	
2920304	225	442	166	0	
2930306	225	440	166	0	
2940306	225	439	165	0	
2950307	225	437	165	0	
2960309	225	435	164	0	
2970309	225	433	164	0	
2980311	225	432	164	0	
2990312	225	430	163	0	
3000312	225	428	163	0	
3010314	225	427	162	0	
3020315	225	425	162	0	
3030316	225	423	161	0	
3040317	225	422	161	0	
3050318	225	420	161	0	
3060319	225	419	160	0	
3070320	225	417	160	0	
3080322	225	415	159	0	
3090322	225	414	159	0	
3100323	225	412	159	0	
3110325	225	411	158	0	
3120325	225	409	158	0	
3130327	225	407	157	0	
3140328	225	406	157	0	
3150328	225	404	157	0	
3160330	225	403	156	0	
3170331	225	401	156	0	
3180332	225	400	156	0	
3190333	225	398	155	0	
3200334	225	396	155	0	
3210335	225	395	154	0	
3220336	225	393	154	0	
3230338	225	392	154	0	
3240338	225	390	153	0
